j1_angle,j2_angle,j3_angle,motor_temperature,torque_nm,current_amp,status,created_at
56.62,2.0,-22.58,44.98,18.99,3.53,OPERATIONAL,2026-05-23T16:10:20.928352
57.54,3.79,-23.72,44.86,17.94,3.48,OPERATIONAL,2026-05-23T16:10:22.928352
58.32,5.58,-24.78,44.78,17.9,3.4,OPERATIONAL,2026-05-23T16:10:24.928352
58.95,7.37,-25.75,44.72,17.31,3.43,OPERATIONAL,2026-05-23T16:10:26.928352
59.44,9.14,-26.63,44.65,16.79,3.33,OPERATIONAL,2026-05-23T16:10:28.928352
59.77,10.89,-27.41,44.56,17.25,3.25,OPERATIONAL,2026-05-23T16:10:30.928352
5.996,1.2630000000000001,-2.809,50.06,41.5,9.24,FAILURE,2026-05-23T16:10:32.928352
60.0,14.34,-28.67,44.48,16.05,3.25,OPERATIONAL,2026-05-23T16:10:34.928352
59.88,16.04,-29.15,44.38,14.51,2.76,OPERATIONAL,2026-05-23T16:10:36.928352
5.962,1.7710000000000001,-2.952,53.18,45.0,7.7,FAILURE,2026-05-23T16:10:38.928352
59.21,19.35,-29.79,44.33,12.06,2.53,OPERATIONAL,2026-05-23T16:10:40.928352
5.865,2.096,-2.995,52.37,46.73,8.13,FAILURE,2026-05-23T16:10:42.928352
57.94,22.53,-30.0,44.25,10.72,2.16,OPERATIONAL,2026-05-23T16:10:44.928352
5.7090000000000005,2.407,-2.994,53.8,46.68,8.16,FAILURE,2026-05-23T16:10:46.928352
56.09,25.57,-29.78,93.53,12.28,2.34,WARNING,2026-05-23T16:10:48.928352
54.96,27.03,-29.51,44.15,9.83,2.06,OPERATIONAL,2026-05-23T16:10:50.928352
53.69,28.45,-29.13,44.08,9.33,2.05,OPERATIONAL,2026-05-23T16:10:52.928352
52.28,29.82,-28.65,43.98,8.7,1.73,OPERATIONAL,2026-05-23T16:10:54.928352
50.74,31.15,-28.06,43.88,7.51,1.55,OPERATIONAL,2026-05-23T16:10:56.928352
4.908,3.2420000000000004,-2.738,53.57,43.32,8.18,FAILURE,2026-05-23T16:10:58.928352
47.3,33.64,-26.59,43.8,6.26,1.35,OPERATIONAL,2026-05-23T16:11:00.928352
45.39,34.81,-25.71,43.72,6.24,1.31,OPERATIONAL,2026-05-23T16:11:02.928352
43.37,35.92,-24.74,43.67,6.91,1.5,OPERATIONAL,2026-05-23T16:11:04.928352
41.25,36.98,-23.68,43.56,5.71,1.27,OPERATIONAL,2026-05-23T16:11:06.928352
39.02,37.97,-22.53,43.46,7.6,1.58,OPERATIONAL,2026-05-23T16:11:08.928352
36.69,38.91,-21.3,43.37,5.78,1.34,OPERATIONAL,2026-05-23T16:11:10.928352
34.27,39.78,-20.0,43.29,8.33,1.63,OPERATIONAL,2026-05-23T16:11:12.928352
31.77,40.59,-18.62,43.21,6.59,1.56,OPERATIONAL,2026-05-23T16:11:14.928352
29.18,41.34,-17.18,43.11,8.77,1.78,OPERATIONAL,2026-05-23T16:11:16.928352
26.53,42.01,-15.67,43.0,7.56,1.61,OPERATIONAL,2026-05-23T16:11:18.928352
23.8,42.62,-14.11,42.92,10.01,2.01,OPERATIONAL,2026-05-23T16:11:20.928352
21.02,43.17,-12.49,42.85,8.39,1.64,OPERATIONAL,2026-05-23T16:11:22.928352
18.19,43.64,-10.84,85.53,12.41,2.47,WARNING,2026-05-23T16:11:24.928352
15.31,44.05,-9.14,42.78,11.15,2.25,OPERATIONAL,2026-05-23T16:11:26.928352
12.39,44.38,-7.41,42.89,11.61,2.46,OPERATIONAL,2026-05-23T16:11:28.928352
9.44,44.64,-5.65,43.01,13.38,2.75,OPERATIONAL,2026-05-23T16:11:30.928352
6.47,44.83,-3.88,42.92,12.27,2.48,OPERATIONAL,2026-05-23T16:11:32.928352
3.48,44.95,-2.08,43.03,13.63,2.65,OPERATIONAL,2026-05-23T16:11:34.928352
0.48,45.0,-0.29,43.13,14.28,2.79,OPERATIONAL,2026-05-23T16:11:36.928352
-2.52,44.97,1.51,43.25,15.1,3.06,OPERATIONAL,2026-05-23T16:11:38.928352
-5.51,44.88,3.31,43.37,16.33,3.06,OPERATIONAL,2026-05-23T16:11:40.928352
-8.49,44.71,5.09,43.44,18.48,3.46,OPERATIONAL,2026-05-23T16:11:42.928352
-11.45,44.47,6.85,43.56,16.62,3.37,OPERATIONAL,2026-05-23T16:11:44.928352
-14.38,44.16,8.59,43.63,17.76,3.37,OPERATIONAL,2026-05-23T16:11:46.928352
-17.27,43.78,10.3,43.75,19.88,3.78,OPERATIONAL,2026-05-23T16:11:48.928352
-20.12,43.33,11.97,43.9,21.5,4.01,OPERATIONAL,2026-05-23T16:11:50.928352
-22.92,42.8,13.6,44.03,20.5,3.89,OPERATIONAL,2026-05-23T16:11:52.928352
-25.67,42.22,15.18,44.03,10.34,13.02,FAILURE,2026-05-23T16:11:54.928352
-28.35,41.56,16.7,44.12,20.76,4.09,OPERATIONAL,2026-05-23T16:11:56.928352
-30.95,40.84,18.17,44.27,20.73,4.01,OPERATIONAL,2026-05-23T16:11:58.928352
-33.48,40.05,19.57,44.36,21.09,3.95,OPERATIONAL,2026-05-23T16:12:00.928352
-35.93,39.19,20.89,44.44,22.36,4.21,OPERATIONAL,2026-05-23T16:12:02.928352
-38.29,38.28,22.15,44.5,22.24,4.22,OPERATIONAL,2026-05-23T16:12:04.928352
-40.55,37.3,23.32,44.58,21.8,4.08,OPERATIONAL,2026-05-23T16:12:06.928352
-42.71,36.26,24.41,88.68,12.7,2.4,WARNING,2026-05-23T16:12:08.928352
-44.76,35.17,25.41,44.63,23.96,4.55,OPERATIONAL,2026-05-23T16:12:10.928352
-46.7,34.02,26.32,44.69,23.13,4.36,OPERATIONAL,2026-05-23T16:12:12.928352
-48.53,32.81,27.14,44.75,23.89,4.57,OPERATIONAL,2026-05-23T16:12:14.928352
-50.23,31.56,27.86,44.87,22.05,4.29,OPERATIONAL,2026-05-23T16:12:16.928352
-51.81,30.25,28.47,44.94,21.04,4.17,OPERATIONAL,2026-05-23T16:12:18.928352
-53.25,28.89,28.99,44.82,20.74,3.97,OPERATIONAL,2026-05-23T16:12:20.928352
-54.57,27.49,29.4,44.73,19.6,3.81,OPERATIONAL,2026-05-23T16:12:22.928352
-55.75,26.04,29.71,44.67,20.59,3.93,OPERATIONAL,2026-05-23T16:12:24.928352
-56.79,24.55,29.9,44.55,20.04,3.74,OPERATIONAL,2026-05-23T16:12:26.928352
-57.68,23.03,29.99,44.47,20.28,3.78,OPERATIONAL,2026-05-23T16:12:28.928352
-58.44,21.46,29.98,44.54,19.46,3.78,OPERATIONAL,2026-05-23T16:12:30.928352
-59.04,19.86,29.85,44.42,18.39,3.42,OPERATIONAL,2026-05-23T16:12:32.928352
-59.5,18.23,29.62,44.35,17.45,3.33,OPERATIONAL,2026-05-23T16:12:34.928352
-59.81,16.57,29.28,44.3,17.33,3.27,OPERATIONAL,2026-05-23T16:12:36.928352
-59.98,14.89,28.83,44.23,16.64,3.22,OPERATIONAL,2026-05-23T16:12:38.928352
-5.9990000000000006,1.318,2.829,52.21,39.95,9.61,FAILURE,2026-05-23T16:12:40.928352
-59.85,11.45,27.64,44.12,12.4,2.54,OPERATIONAL,2026-05-23T16:12:42.928352
-59.56,9.7,26.89,44.12,9.27,12.13,FAILURE,2026-05-23T16:12:44.928352
-59.12,7.93,26.04,44.04,11.99,2.4,OPERATIONAL,2026-05-23T16:12:46.928352
-58.54,6.15,25.1,43.98,10.89,2.2,OPERATIONAL,2026-05-23T16:12:48.928352
-57.81,4.37,24.07,43.87,12.2,2.4,OPERATIONAL,2026-05-23T16:12:50.928352
-56.93,2.57,22.95,43.8,10.74,2.14,OPERATIONAL,2026-05-23T16:12:52.928352
-55.91,0.77,21.75,43.72,10.12,2.21,OPERATIONAL,2026-05-23T16:12:54.928352
-54.75,-1.03,20.47,43.6,9.07,2.02,OPERATIONAL,2026-05-23T16:12:56.928352
-53.46,-2.83,19.12,43.55,9.98,1.99,OPERATIONAL,2026-05-23T16:12:58.928352
-52.03,-4.62,17.7,43.47,7.03,1.62,OPERATIONAL,2026-05-23T16:13:00.928352
-50.47,-6.41,16.22,43.39,6.82,1.46,OPERATIONAL,2026-05-23T16:13:02.928352
-48.79,-8.18,14.68,43.39,9.62,13.06,FAILURE,2026-05-23T16:13:04.928352
-46.98,-9.94,13.08,43.3,7.98,1.63,OPERATIONAL,2026-05-23T16:13:06.928352
-45.06,-11.69,11.44,43.22,6.17,1.31,OPERATIONAL,2026-05-23T16:13:08.928352
-43.02,-13.42,9.75,43.12,7.48,1.61,OPERATIONAL,2026-05-23T16:13:10.928352
-4.088,-1.5130000000000001,0.8039999999999999,52.12,47.09,7.98,FAILURE,2026-05-23T16:13:12.928352
-38.63,-16.81,6.29,43.03,6.35,1.38,OPERATIONAL,2026-05-23T16:13:14.928352
-36.29,-18.47,4.52,42.95,8.17,1.82,OPERATIONAL,2026-05-23T16:13:16.928352
-33.86,-20.09,2.73,42.84,8.38,1.88,OPERATIONAL,2026-05-23T16:13:18.928352
-31.34,-21.69,0.93,42.74,7.74,1.67,OPERATIONAL,2026-05-23T16:13:20.928352
-28.74,-23.25,-0.87,42.67,6.86,1.47,OPERATIONAL,2026-05-23T16:13:22.928352
-26.07,-24.77,-2.66,42.62,9.7,2.04,OPERATIONAL,2026-05-23T16:13:24.928352
-23.34,-26.25,-4.45,42.55,10.46,2.06,OPERATIONAL,2026-05-23T16:13:26.928352
-20.55,-27.69,-6.22,42.48,8.73,1.74,OPERATIONAL,2026-05-23T16:13:28.928352
-17.71,-29.09,-7.97,42.55,10.99,2.19,OPERATIONAL,2026-05-23T16:13:30.928352
-14.82,-30.44,-9.69,42.46,10.65,2.08,OPERATIONAL,2026-05-23T16:13:32.928352
-11.89,-31.74,-11.37,42.57,11.51,2.43,OPERATIONAL,2026-05-23T16:13:34.928352
-8.94,-32.99,-13.02,42.65,12.11,2.44,OPERATIONAL,2026-05-23T16:13:36.928352
-5.96,-34.19,-14.62,42.74,12.92,2.57,OPERATIONAL,2026-05-23T16:13:38.928352
-2.97,-35.33,-16.16,42.85,13.4,2.54,OPERATIONAL,2026-05-23T16:13:40.928352
0.03,-36.42,-17.65,42.98,15.33,2.92,OPERATIONAL,2026-05-23T16:13:42.928352
3.03,-37.44,-19.07,43.08,15.14,3.12,OPERATIONAL,2026-05-23T16:13:44.928352
6.02,-38.41,-20.42,43.14,17.35,3.51,OPERATIONAL,2026-05-23T16:13:46.928352
8.99,-39.32,-21.7,43.14,10.21,11.05,FAILURE,2026-05-23T16:13:48.928352
11.95,-40.16,-22.91,43.14,9.81,11.14,FAILURE,2026-05-23T16:13:50.928352
14.87,-40.94,-24.03,43.28,17.52,3.33,OPERATIONAL,2026-05-23T16:13:52.928352
17.76,-41.66,-25.06,43.39,20.92,4.02,OPERATIONAL,2026-05-23T16:13:54.928352
20.6,-42.3,-26.01,43.46,18.94,3.61,OPERATIONAL,2026-05-23T16:13:56.928352
23.39,-42.88,-26.86,43.61,19.58,3.84,OPERATIONAL,2026-05-23T16:13:58.928352
26.12,-43.39,-27.61,43.75,20.52,3.95,OPERATIONAL,2026-05-23T16:14:00.928352
28.79,-43.84,-28.26,43.85,21.52,4.04,OPERATIONAL,2026-05-23T16:14:02.928352
31.38,-44.21,-28.82,43.94,20.85,3.98,OPERATIONAL,2026-05-23T16:14:04.928352
33.9,-44.51,-29.26,44.07,23.86,4.41,OPERATIONAL,2026-05-23T16:14:06.928352
36.33,-44.74,-29.61,44.21,23.02,4.41,OPERATIONAL,2026-05-23T16:14:08.928352
38.67,-44.9,-29.84,44.29,21.52,4.0,OPERATIONAL,2026-05-23T16:14:10.928352
40.92,-44.98,-29.97,44.37,21.85,4.1,OPERATIONAL,2026-05-23T16:14:12.928352
43.06,-45.0,-30.0,44.43,23.35,4.4,OPERATIONAL,2026-05-23T16:14:14.928352
45.09,-44.94,-29.91,44.54,23.19,4.56,OPERATIONAL,2026-05-23T16:14:16.928352
47.02,-44.81,-29.71,44.64,22.68,4.2,OPERATIONAL,2026-05-23T16:14:18.928352
48.82,-44.61,-29.41,44.79,23.73,4.52,OPERATIONAL,2026-05-23T16:14:20.928352
50.5,-44.34,-29.01,93.49,11.06,2.22,WARNING,2026-05-23T16:14:22.928352
52.06,-43.99,-28.5,44.73,20.47,3.81,OPERATIONAL,2026-05-23T16:14:24.928352
53.48,-43.58,-27.88,44.81,22.31,4.35,OPERATIONAL,2026-05-23T16:14:26.928352
54.78,-43.09,-27.17,44.88,21.41,4.2,OPERATIONAL,2026-05-23T16:14:28.928352
55.93,-42.54,-26.36,44.8,19.16,3.83,OPERATIONAL,2026-05-23T16:14:30.928352
56.95,-41.92,-25.45,44.74,19.54,3.83,OPERATIONAL,2026-05-23T16:14:32.928352
57.82,-41.23,-24.45,44.68,17.65,3.34,OPERATIONAL,2026-05-23T16:14:34.928352
58.55,-40.48,-23.36,44.58,18.28,3.68,OPERATIONAL,2026-05-23T16:14:36.928352
59.13,-39.66,-22.19,44.48,18.46,3.49,OPERATIONAL,2026-05-23T16:14:38.928352
59.57,-38.78,-20.94,44.39,17.64,3.36,OPERATIONAL,2026-05-23T16:14:40.928352
59.85,-37.84,-19.62,44.34,17.22,3.49,OPERATIONAL,2026-05-23T16:14:42.928352
59.99,-36.83,-18.22,44.34,9.3,12.26,FAILURE,2026-05-23T16:14:44.928352
59.97,-35.77,-16.76,44.27,14.86,2.97,OPERATIONAL,2026-05-23T16:14:46.928352
59.81,-34.65,-15.24,44.2,13.93,2.84,OPERATIONAL,2026-05-23T16:14:48.928352
59.5,-33.47,-13.66,44.12,13.81,2.82,OPERATIONAL,2026-05-23T16:14:50.928352
59.03,-32.24,-12.03,44.05,12.07,2.38,OPERATIONAL,2026-05-23T16:14:52.928352
58.42,-30.96,-10.36,43.95,11.4,2.44,OPERATIONAL,2026-05-23T16:14:54.928352
57.67,-29.63,-8.66,43.87,11.54,2.44,OPERATIONAL,2026-05-23T16:14:56.928352
56.77,-28.25,-6.92,43.77,8.7,1.94,OPERATIONAL,2026-05-23T16:14:58.928352
55.73,-26.83,-5.16,43.67,9.03,1.79,OPERATIONAL,2026-05-23T16:15:00.928352
54.55,-25.36,-3.38,43.67,9.09,13.25,FAILURE,2026-05-23T16:15:02.928352
53.23,-23.86,-1.58,43.57,7.03,1.53,OPERATIONAL,2026-05-23T16:15:04.928352
51.78,-22.31,0.22,43.47,9.03,1.83,OPERATIONAL,2026-05-23T16:15:06.928352
50.2,-20.73,2.02,43.47,10.72,12.45,FAILURE,2026-05-23T16:15:08.928352
48.49,-19.12,3.81,43.37,8.42,1.89,OPERATIONAL,2026-05-23T16:15:10.928352
46.67,-17.47,5.58,43.32,7.18,1.63,OPERATIONAL,2026-05-23T16:15:12.928352
44.72,-15.8,7.34,43.22,7.82,1.81,OPERATIONAL,2026-05-23T16:15:14.928352
42.67,-14.1,9.07,43.11,7.7,1.74,OPERATIONAL,2026-05-23T16:15:16.928352
40.51,-12.38,10.77,43.02,7.51,1.74,OPERATIONAL,2026-05-23T16:15:18.928352
38.25,-10.64,12.43,88.39,11.14,2.11,WARNING,2026-05-23T16:15:20.928352
35.89,-8.89,14.05,42.93,5.94,1.33,OPERATIONAL,2026-05-23T16:15:22.928352
33.44,-7.11,15.61,42.81,8.8,1.88,OPERATIONAL,2026-05-23T16:15:24.928352
30.91,-5.33,17.12,42.72,7.55,1.6,OPERATIONAL,2026-05-23T16:15:26.928352
28.3,-3.54,18.57,42.65,9.39,1.87,OPERATIONAL,2026-05-23T16:15:28.928352
25.62,-1.74,19.94,42.65,9.93,14.42,FAILURE,2026-05-23T16:15:30.928352
22.88,0.06,21.25,42.54,9.03,1.76,OPERATIONAL,2026-05-23T16:15:32.928352
20.07,1.86,22.48,42.44,9.19,1.94,OPERATIONAL,2026-05-23T16:15:34.928352
17.22,3.65,23.63,42.51,11.24,2.18,OPERATIONAL,2026-05-23T16:15:36.928352
14.33,5.44,24.7,42.66,10.19,2.17,OPERATIONAL,2026-05-23T16:15:38.928352
11.4,7.22,25.68,42.81,12.62,2.49,OPERATIONAL,2026-05-23T16:15:40.928352
8.44,8.99,26.56,42.86,12.11,2.44,OPERATIONAL,2026-05-23T16:15:42.928352
5.46,10.75,27.35,42.99,14.75,3.05,OPERATIONAL,2026-05-23T16:15:44.928352
2.47,12.49,28.04,43.08,14.09,2.9,OPERATIONAL,2026-05-23T16:15:46.928352
-0.53,14.21,28.63,43.17,14.11,2.9,OPERATIONAL,2026-05-23T16:15:48.928352
-3.53,15.9,29.11,43.25,15.72,2.99,OPERATIONAL,2026-05-23T16:15:50.928352
-6.52,17.58,29.5,43.39,18.12,3.55,OPERATIONAL,2026-05-23T16:15:52.928352
-9.49,19.22,29.77,43.53,17.49,3.4,OPERATIONAL,2026-05-23T16:15:54.928352
-12.44,20.83,29.94,43.6,18.14,3.49,OPERATIONAL,2026-05-23T16:15:56.928352
-15.36,22.41,30.0,43.6,9.47,11.45,FAILURE,2026-05-23T16:15:58.928352
-18.24,23.95,29.95,43.73,19.38,3.74,OPERATIONAL,2026-05-23T16:16:00.928352
-21.07,25.45,29.8,43.73,10.11,12.6,FAILURE,2026-05-23T16:16:02.928352
-23.85,26.92,29.53,43.86,19.96,3.92,OPERATIONAL,2026-05-23T16:16:04.928352
-26.58,28.34,29.17,43.94,22.54,4.18,OPERATIONAL,2026-05-23T16:16:06.928352
-29.23,29.71,28.69,44.0,21.75,4.31,OPERATIONAL,2026-05-23T16:16:08.928352
-31.81,31.04,28.11,44.14,23.07,4.28,OPERATIONAL,2026-05-23T16:16:10.928352
-34.32,32.32,27.44,44.26,21.18,4.08,OPERATIONAL,2026-05-23T16:16:12.928352
-36.73,33.55,26.66,44.38,23.03,4.29,OPERATIONAL,2026-05-23T16:16:14.928352
-39.06,34.72,25.79,44.47,24.09,4.5,OPERATIONAL,2026-05-23T16:16:16.928352
-41.29,35.84,24.82,44.54,22.78,4.41,OPERATIONAL,2026-05-23T16:16:18.928352
-43.41,36.9,23.76,89.17,12.66,2.52,WARNING,2026-05-23T16:16:20.928352
-45.43,37.9,22.62,44.66,24.14,4.69,OPERATIONAL,2026-05-23T16:16:22.928352
-47.33,38.84,21.4,44.79,24.18,4.63,OPERATIONAL,2026-05-23T16:16:24.928352
-49.11,39.71,20.1,44.91,22.27,4.25,OPERATIONAL,2026-05-23T16:16:26.928352
-50.77,40.53,18.73,45.06,23.16,4.48,OPERATIONAL,2026-05-23T16:16:28.928352
-52.31,41.28,17.29,45.12,21.95,4.3,OPERATIONAL,2026-05-23T16:16:30.928352
-53.71,41.96,15.79,45.04,20.66,4.06,OPERATIONAL,2026-05-23T16:16:32.928352
-54.98,42.58,14.23,44.96,21.82,4.03,OPERATIONAL,2026-05-23T16:16:34.928352
-56.11,43.13,12.62,44.86,21.46,3.97,OPERATIONAL,2026-05-23T16:16:36.928352
-57.1,43.61,10.97,44.98,21.0,4.1,OPERATIONAL,2026-05-23T16:16:38.928352
-57.95,44.02,9.28,44.88,19.95,3.72,OPERATIONAL,2026-05-23T16:16:40.928352
-58.66,44.35,7.55,44.76,19.25,3.64,OPERATIONAL,2026-05-23T16:16:42.928352
-59.21,44.62,5.79,44.66,17.41,3.25,OPERATIONAL,2026-05-23T16:16:44.928352
-59.62,44.82,4.02,44.61,16.31,3.11,OPERATIONAL,2026-05-23T16:16:46.928352
-59.88,44.94,2.23,44.61,9.89,13.95,FAILURE,2026-05-23T16:16:48.928352
-60.0,45.0,0.43,44.53,16.04,3.19,OPERATIONAL,2026-05-23T16:16:50.928352
-59.96,44.98,-1.37,44.45,14.69,2.81,OPERATIONAL,2026-05-23T16:16:52.928352
-59.77,44.89,-3.16,44.34,12.84,2.56,OPERATIONAL,2026-05-23T16:16:54.928352
-59.43,44.73,-4.95,44.27,13.17,2.71,OPERATIONAL,2026-05-23T16:16:56.928352
-58.94,44.49,-6.71,82.3,11.16,2.15,WARNING,2026-05-23T16:16:58.928352
-58.31,44.19,-8.45,44.21,11.9,2.43,OPERATIONAL,2026-05-23T16:17:00.928352
-57.53,43.81,-10.16,44.11,10.21,1.97,OPERATIONAL,2026-05-23T16:17:02.928352
-56.6,43.36,-11.84,44.03,11.35,2.28,OPERATIONAL,2026-05-23T16:17:04.928352
-55.54,42.85,-13.47,43.98,8.9,1.8,OPERATIONAL,2026-05-23T16:17:06.928352
-54.33,42.26,-15.05,43.87,8.38,1.68,OPERATIONAL,2026-05-23T16:17:08.928352
-52.99,41.61,-16.58,43.77,7.53,1.6,OPERATIONAL,2026-05-23T16:17:10.928352
-51.52,40.9,-18.05,43.71,8.03,1.55,OPERATIONAL,2026-05-23T16:17:12.928352
-49.92,40.11,-19.46,43.62,8.95,1.74,OPERATIONAL,2026-05-23T16:17:14.928352
-48.2,39.26,-20.79,43.55,8.53,1.93,OPERATIONAL,2026-05-23T16:17:16.928352
-46.35,38.35,-22.05,43.44,5.82,1.36,OPERATIONAL,2026-05-23T16:17:18.928352
-44.39,37.38,-23.23,43.38,8.18,1.68,OPERATIONAL,2026-05-23T16:17:20.928352
-42.31,36.35,-24.33,43.27,6.7,1.52,OPERATIONAL,2026-05-23T16:17:22.928352
-40.13,35.26,-25.34,43.2,6.37,1.54,OPERATIONAL,2026-05-23T16:17:24.928352
-37.86,34.11,-26.25,43.11,7.57,1.52,OPERATIONAL,2026-05-23T16:17:26.928352
-35.48,32.91,-27.08,91.3,11.55,2.19,WARNING,2026-05-23T16:17:28.928352
-33.02,31.66,-27.8,43.0,7.17,1.4,OPERATIONAL,2026-05-23T16:17:30.928352
-30.47,30.35,-28.43,42.91,7.52,1.66,OPERATIONAL,2026-05-23T16:17:32.928352
-27.85,29.0,-28.95,42.81,7.67,1.73,OPERATIONAL,2026-05-23T16:17:34.928352
-25.16,27.6,-29.37,42.71,8.4,1.85,OPERATIONAL,2026-05-23T16:17:36.928352
-22.41,26.16,-29.68,42.59,10.12,1.93,OPERATIONAL,2026-05-23T16:17:38.928352
-19.6,24.67,-29.89,42.5,10.2,2.15,OPERATIONAL,2026-05-23T16:17:40.928352
-16.74,23.15,-29.99,42.59,11.55,2.43,OPERATIONAL,2026-05-23T16:17:42.928352
-13.84,21.59,-29.98,42.69,11.46,2.22,OPERATIONAL,2026-05-23T16:17:44.928352
-10.9,19.99,-29.87,42.78,12.73,2.56,OPERATIONAL,2026-05-23T16:17:46.928352
-7.94,18.36,-29.64,42.89,14.01,2.69,OPERATIONAL,2026-05-23T16:17:48.928352
-4.96,16.71,-29.31,42.95,13.17,2.75,OPERATIONAL,2026-05-23T16:17:50.928352
-1.96,15.02,-28.87,43.06,14.63,2.96,OPERATIONAL,2026-05-23T16:17:52.928352
1.04,13.31,-28.33,43.2,15.1,2.87,OPERATIONAL,2026-05-23T16:17:54.928352
4.03,11.58,-27.69,43.34,15.28,2.88,OPERATIONAL,2026-05-23T16:17:56.928352
7.02,9.84,-26.95,43.34,9.64,13.76,FAILURE,2026-05-23T16:17:58.928352
0.9990000000000001,0.807,-2.611,54.01,39.39,8.16,FAILURE,2026-05-23T16:18:00.928352
12.93,6.3,-25.18,43.44,17.25,3.35,OPERATIONAL,2026-05-23T16:18:02.928352
15.85,4.51,-24.15,43.57,19.24,3.8,OPERATIONAL,2026-05-23T16:18:04.928352
18.72,2.71,-23.04,43.71,18.28,3.41,OPERATIONAL,2026-05-23T16:18:06.928352
21.54,0.92,-21.85,43.83,19.32,3.77,OPERATIONAL,2026-05-23T16:18:08.928352
24.32,-0.88,-20.58,43.92,20.79,4.08,OPERATIONAL,2026-05-23T16:18:10.928352
27.03,-2.68,-19.23,44.01,22.83,4.39,OPERATIONAL,2026-05-23T16:18:12.928352
29.67,-4.48,-17.82,44.16,21.86,4.26,OPERATIONAL,2026-05-23T16:18:14.928352
32.24,-6.26,-16.34,44.28,23.15,4.38,OPERATIONAL,2026-05-23T16:18:16.928352
34.73,-8.04,-14.8,44.36,22.39,4.37,OPERATIONAL,2026-05-23T16:18:18.928352
37.13,-9.8,-13.21,44.5,22.19,4.11,OPERATIONAL,2026-05-23T16:18:20.928352
39.44,-11.55,-11.57,44.5,9.54,12.81,FAILURE,2026-05-23T16:18:22.928352
41.65,-13.28,-9.89,44.57,21.53,4.14,OPERATIONAL,2026-05-23T16:18:24.928352
43.76,-14.99,-8.17,87.82,12.22,2.32,WARNING,2026-05-23T16:18:26.928352
45.75,-16.68,-6.43,44.65,24.34,4.67,OPERATIONAL,2026-05-23T16:18:28.928352
47.64,-18.33,-4.66,44.79,21.85,4.22,OPERATIONAL,2026-05-23T16:18:30.928352
49.4,-19.96,-2.87,44.85,22.93,4.42,OPERATIONAL,2026-05-23T16:18:32.928352
51.04,-21.56,-1.08,44.93,23.56,4.48,OPERATIONAL,2026-05-23T16:18:34.928352
52.55,-23.12,0.72,45.03,21.35,4.18,OPERATIONAL,2026-05-23T16:18:36.928352
53.93,-24.65,2.52,44.92,20.7,4.06,OPERATIONAL,2026-05-23T16:18:38.928352
55.18,-26.13,4.31,44.87,19.41,3.89,OPERATIONAL,2026-05-23T16:18:40.928352
56.29,-27.58,6.08,44.75,19.26,3.85,OPERATIONAL,2026-05-23T16:18:42.928352
57.26,-28.98,7.83,44.68,18.39,3.55,OPERATIONAL,2026-05-23T16:18:44.928352
58.08,-30.33,9.55,44.68,10.23,11.1,FAILURE,2026-05-23T16:18:46.928352
58.76,-31.64,11.24,44.61,17.03,3.38,OPERATIONAL,2026-05-23T16:18:48.928352
59.29,-32.89,12.89,44.56,17.55,3.26,OPERATIONAL,2026-05-23T16:18:50.928352
59.68,-34.09,14.49,44.47,15.67,3.03,OPERATIONAL,2026-05-23T16:18:52.928352
59.91,-35.24,16.04,44.42,14.39,2.7,OPERATIONAL,2026-05-23T16:18:54.928352
60.0,-36.33,17.53,44.31,15.35,3.07,OPERATIONAL,2026-05-23T16:18:56.928352
59.94,-37.36,18.96,44.21,13.73,2.85,OPERATIONAL,2026-05-23T16:18:58.928352
59.72,-38.34,20.32,44.1,13.34,2.67,OPERATIONAL,2026-05-23T16:19:00.928352
59.36,-39.25,21.61,44.01,12.22,2.5,OPERATIONAL,2026-05-23T16:19:02.928352
58.85,-40.1,22.81,43.94,12.06,2.38,OPERATIONAL,2026-05-23T16:19:04.928352
5.819,-4.088,2.394,52.59,42.97,9.28,FAILURE,2026-05-23T16:19:06.928352
57.38,-41.6,24.98,43.86,11.16,2.24,OPERATIONAL,2026-05-23T16:19:08.928352
56.43,-42.25,25.93,43.8,9.83,2.13,OPERATIONAL,2026-05-23T16:19:10.928352
55.35,-42.84,26.79,43.71,10.14,2.08,OPERATIONAL,2026-05-23T16:19:12.928352
54.12,-43.36,27.55,43.63,7.99,1.59,OPERATIONAL,2026-05-23T16:19:14.928352
52.76,-43.8,28.21,43.57,7.98,1.83,OPERATIONAL,2026-05-23T16:19:16.928352
51.26,-44.18,28.78,43.49,7.8,1.74,OPERATIONAL,2026-05-23T16:19:18.928352
49.64,-44.49,29.23,43.4,7.37,1.63,OPERATIONAL,2026-05-23T16:19:20.928352
47.89,-44.72,29.58,43.28,5.94,1.34,OPERATIONAL,2026-05-23T16:19:22.928352
46.03,-44.89,29.83,43.16,6.1,1.41,OPERATIONAL,2026-05-23T16:19:24.928352
44.05,-44.98,29.97,89.74,11.27,2.17,WARNING,2026-05-23T16:19:26.928352
41.95,-45.0,30.0,43.06,6.42,1.41,OPERATIONAL,2026-05-23T16:19:28.928352
39.76,-44.95,29.92,42.97,5.76,1.31,OPERATIONAL,2026-05-23T16:19:30.928352
37.46,-44.82,29.73,42.87,7.58,1.47,OPERATIONAL,2026-05-23T16:19:32.928352
35.07,-44.63,29.44,42.78,8.08,1.58,OPERATIONAL,2026-05-23T16:19:34.928352
